title,link,create_time,title_en
星间组网通信终端物理层软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489520&idx=1&sn=e3780c9be9092b4815d5ccb6a373887a&chksm=cfb470b5f8c3f9a34c2ade5abf3ee26083bdc1ace7908bf14be475689f685f1cdb9cdf6e0983#rd,2022/7/7 16:35,Inter-satellite networking communication terminal physical layer software
高速 LDPC 编译码器的设计与硬件实现技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489498&idx=1&sn=1a941a16c248e15deb2fecec0b1a047a&chksm=cfb4709ff8c3f98978daf607e06202ed631c07cc9df5068808592f0b917b9f596310aa8194e9#rd,2022/7/6 16:58,Design and hardware implementation technology of high-speed LDPC codec
高温无霍尔直流电机伺服微驱动器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489458&idx=1&sn=0487afb609cc8d8ad20d1edd7a8fb358&chksm=cfb470f7f8c3f9e1ba1386fe51a9c3bbb3eeaca3ae33e01c4a2fe7dfd9c22ef8d34b4399fcc9#rd,2022/6/30 16:20,High temperature Hall-free DC motor servo micro driver
大型环保微波烘干生产线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489425&idx=1&sn=eeb52e174aeafe324ffdeff33f8d41c6&chksm=cfb470d4f8c3f9c2fa1f4909ea8827564b5c0fa2788968c1f27040b4f7de61b4139863e3de17#rd,2022/6/29 17:33,Large environmentally friendly microwave drying production line
高速 RS 编译码器的设计与硬件实现技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489413&idx=1&sn=202834b201c61a0ec98cdf78dce8239f&chksm=cfb470c0f8c3f9d61672562e8acd58352c5311c4efdc6ea059438bc8a23ecc0c2f13156416a0#rd,2022/6/28 16:01,Design and hardware implementation technology of high-speed RS codec
基于路由交换的异构计算系统算力扩展,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489396&idx=1&sn=44f5e62e63a5cc59376b62f36fc6fd95&chksm=cfb47031f8c3f927b6b4a823daf952538a5cc2ae1acb76ae0703668664419b2b730107829381#rd,2022/6/27 15:42,Computing power expansion of heterogeneous computing systems based on routing and switching
宽带矢量信号发生器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489377&idx=1&sn=d352a437cdc6b802821d014420703062&chksm=cfb47024f8c3f932a4db90143bad86393405a8d9cd79dde1a588bff4201d3e8d0b035c8f2437#rd,2022/6/23 15:40,Broadband vector signal generator
远程无线输电系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489366&idx=1&sn=4c8151e8dac8b8b064b030e50780d5ac&chksm=cfb47013f8c3f905424e1cab43aa89f8808bc235dec98ce09235c79556b4ecbaf14154046cf5#rd,2022/6/22 16:10,Remote wireless power transmission system
智能化可演进网络关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489355&idx=1&sn=a1a7b7d3f09f353b2a94dd96be9ac378&chksm=cfb4700ef8c3f918643bd47866a9947c8109043f88ad83270ff538730c6d91820abfed527847#rd,2022/6/21 16:43,Key technologies for intelligent and evolvable networks
集成电子快速成型的研发,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489338&idx=1&sn=0ae7c7067502e0bb76d6b555f26f8c21&chksm=cfb4707ff8c3f969b48d9bc4729038f731b3d39e3bda8eb7945f2515f585335504380bc19c48#rd,2022/6/20 16:00,Research and development of integrated electronic rapid prototyping
面向数据密集型应用的扁平化、低时延、 可重构光电混合互连系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489321&idx=1&sn=beefb1b180e9b9084651f9cde7a338f6&chksm=cfb4706cf8c3f97a0e4aa5d4b2b824a44756e9023c4602e01524da4139fa9f67ca2d31fcd88c#rd,2022/6/17 15:58,"Flat, low-latency, reconfigurable optical-electrical hybrid interconnection system for data-intensive applications"
室内智能位置与姿态检测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489290&idx=1&sn=1ef12f43c961427304738874d75a30f2&chksm=cfb4704ff8c3f9597b0af8809c549bf4fae56fa9645805e0daf7ce4863049016f995debf2c0b#rd,2022/6/15 15:25,Indoor intelligent position and attitude detection system
应用于 5G/6G 的高性能无线通信器件及 自检测设备的研发及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489268&idx=1&sn=abb0fd1f7074bd8a08541605158ea7e4&chksm=cfb471b1f8c3f8a71b7c9eb7303afae0406141d68e6aedc6c14dc1008c759f6986ac55221db7#rd,2022/6/10 16:22,R&D and industrialization of high-performance wireless communication devices and self-test equipment for 5G/6G
多功能存储微系统芯片,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489245&idx=1&sn=89c6d331e140953e175c634ec97a60f3&chksm=cfb47198f8c3f88e26f9578ee8284e6c3840742e52b5c58fb97d1e96cba6067bd3502ad80bbe#rd,2022/6/9 14:39,Multifunctional memory micro system chip
蜂群自组网跳频系统物理层设计与实现,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489207&idx=1&sn=e03d33b1db878601c03a14c1292a2815&chksm=cfb471f2f8c3f8e49b0818bc20462975ffc2a330421dd35e66e780037e01f8ef25ae10a95ecf#rd,2022/6/7 16:39,Physical layer design and implementation of bee swarm ad hoc network frequency hopping system
基于 PIT 的终端管理工作站,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489185&idx=1&sn=b65c125fde36c3927f371cc95b53c345&chksm=cfb471e4f8c3f8f226600c759681701843ffc40f48cb27fa40e2e796624605fc42e6e6fc3af7#rd,2022/6/6 17:29,PIT-based terminal management workstation
?“智道”- 轨道交通自动巡检机器人系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489158&idx=1&sn=1c6e9d77caab1d45a76df1edb8329ee1&chksm=cfb471c3f8c3f8d5ad26c74b631903935da651284f8620940dc722823f3e66f4f5ad6da2bfb9#rd,2022/6/2 14:30,"?""Zhidao""-rail transit automatic inspection robot system"
5G Polar码高速编译码器的设计与硬件实现,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489087&idx=1&sn=fa38787d28691c08225c928ce705007a&chksm=cfb4717af8c3f86c1bb6abddafd37e6dfcae2540f4931b80cba9b1c1e0fab1e94a992b79f2f7#rd,2022/5/27 15:29,Design and hardware implementation of 5G Polar code high-speed codec
智能物联网感知与测试,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489086&idx=1&sn=eb5dee9f647dc3062b06fb27f1244b86&chksm=cfb4717bf8c3f86d3d317131e6fbd310773e6d3adb5e26c4fbd23325f858c05e199483795326#rd,2022/5/26 17:28,Intelligent IoT sensing and testing
面向异构数据中心的分布式机器学习高效运行方法研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489049&idx=1&sn=2277bf59b26f43182fe83dc323beb13b&chksm=cfb4715cf8c3f84ad88747f58a6d93281571e36d119945ecbfe5734d2ae4e9d6934aa4f0e216#rd,2022/5/24 16:07,Research on efficient operation methods of distributed machine learning for heterogeneous data centers
传输机皮带光电一体智能无人值守,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247489014&idx=1&sn=4993b86addc5c20ab8370188ff7fdb7f&chksm=cfb472b3f8c3fba5c76254c1e3bf7b41cee0ed4db2890dcffe50fc25b1f6bb6bdac5e42e20b7#rd,2022/5/19 15:49,Conveyor belt photoelectric integrated intelligent unattended
高性能环保型无铅压电陶瓷雾化芯片,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488985&idx=1&sn=3832f629b2a9c43cc0a25f653e9d4264&chksm=cfb4729cf8c3fb8ad9b88fb24de70294b567d399f96bd1ddb3032dc3f9f71ff6d4e9adc9cdb6#rd,2022/5/18 16:26,High performance environmentally friendly lead-free piezoelectric ceramic atomization chip
宽带卫星地检设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488973&idx=1&sn=64a844f9eddfac263e0430a19744258e&chksm=cfb47288f8c3fb9e13fad7b03efd09f5dc16d04f5f944456ee76f38c330b3795a951b81aecdb#rd,2022/5/17 17:25,Broadband satellite geological inspection equipment
领域知识语义检索与知识服务平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488889&idx=1&sn=74a9863209a0ec590af99d3feefc8c20&chksm=cfb4723cf8c3fb2afce944e812dd363e995367354a8cedd55d64b79f42942a6e3d534b05c1d0#rd,2022/5/9 17:17,Domain knowledge semantic retrieval and knowledge service platform
基于北斗通信的高精密阀门远程控制器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488888&idx=1&sn=2e06142fdf6cd5b48ea035f61bd94f8c&chksm=cfb4723df8c3fb2b588e061565cda75683638effac52382164b2ed099f57a5a92d06ada93e78#rd,2022/5/7 15:45,High-precision valve remote controller based on Beidou communication
普惠型工业互联网大脑,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488833&idx=1&sn=2196cd4e3258ad580c87d13364e412e6&chksm=cfb47204f8c3fb12cf7774bfe63cb7afb2a6f329e09ae729b5f80f8dc64a2c343e9044eaeb2a#rd,2022/4/28 15:55,Inclusive Industrial Internet Brain
虚拟现实智能手术辅助诊疗系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488816&idx=1&sn=fb8187f3c6331d1918e47049330bb083&chksm=cfb47275f8c3fb6324e6c19d38bf047f36ec4102d84bc6c06b9e5af8a7f8d69564b39d5f0d42#rd,2022/4/27 15:46,虚拟现实智能手术辅助诊疗系统
先进辐射致发光技术用于精准放疗定量化评估,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488788&idx=1&sn=77b3051ccb8c3955dccfd4a3f0fe7c0e&chksm=cfb47251f8c3fb4703fc0411b0027a523f1010a2bac83569b9fe0e8d307b1eeedfb55420cfc9#rd,2022/4/25 15:21,Advanced radioluminescence technology for precise quantitative assessment of radiotherapy
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488752&idx=1&sn=83b21d9db490a8b1d64a04920041f7ef&chksm=cfb473b5f8c3faa3813e9cb8b5a05c3bd4b856bf639eddc3bd49c1a9e1e8bb45748dedf9829b#rd,2022/4/19 15:58,Power cable status diagnosis technology and application for multi-source information fusion
负离子教室护眼灯,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488584&idx=1&sn=b7daf7107fd660699c1674d66d68eb6b&chksm=cfb4730df8c3fa1b137ae7c371e6b8dea1ff33c57b4a6a5af8c00a4a7d94ddd67edafaf3040a#rd,2022/4/8 10:25,Negative ion classroom eye protection lamp
基于后量子加密的智能家庭安全监控系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488513&idx=1&sn=6e86cc7a8b4bb48c3d1eccb77e5aaf26&chksm=cfb47344f8c3fa52c1e85c75005650e4095dc8ad4c3a051e6d67367a49da11fa1c31bc4132ab#rd,2022/3/30 15:49,Smart home security monitoring system based on post-quantum encryption
下颌康复远程智能监测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488507&idx=1&sn=c19cbe6c78d0c9c4c72c803bc02fb477&chksm=cfb474bef8c3fda8ae7fb6ea8e3292bcec4847e4df0ad309cf1f36c659365923b35be4950226#rd,2022/3/29 14:21,Mandibular rehabilitation remote intelligent monitoring system
基于智能基因计算的癌症精准诊疗,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488500&idx=1&sn=153b92b2dd5f2c786b5fb0e7a191805b&chksm=cfb474b1f8c3fda7a5ab4e9297c2e999aea10211fbf38d2da799e5c9f6034514805d8f4ab7dd#rd,2022/3/28 14:22,Precision diagnosis and treatment of cancer based on intelligent genetic computing
朗空人工智能机器眼,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488472&idx=1&sn=ed96fc490f65eef9fbe8baa91552509f&chksm=cfb4749df8c3fd8b3a6fff548e06d48d9910d016e5821332eaf843e6dd3b9d4da1a8adf320fe#rd,2022/3/23 15:34,Langkong artificial intelligence machine eye
创新型 CAR-巨噬肿瘤细胞免疫治疗,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488381&idx=1&sn=630f611c6c9bb6e7e2435fae8f834deb&chksm=cfb47438f8c3fd2e6aef128c9cbad3212614649948c83b701911e50c93e1d78b275db6be0cac#rd,2022/3/15 15:55,Innovative CAR-macrophage tumor cell immunotherapy
基于脑机接口的人体效能增强,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488346&idx=1&sn=2dcd54cb45944f61cfa072b23853c8e7&chksm=cfb4741ff8c3fd093c5fc8b29a430ab5f9e6d7088cc143e11199800c768f89c86a17c1ff6aa2#rd,2022/3/9 10:18,Human performance enhancement based on brain-computer interface
基于脑机接口的人体效能增强,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488340&idx=1&sn=5deb95b036fcf4de27be14bdedc90eb7&chksm=cfb47411f8c3fd07058df6631f6e4b138f2ae824b02b43b9bd1aeb658a34549f3dc0ed650ac0#rd,2022/3/8 10:46,Human performance enhancement based on brain-computer interface
单兵便携式 4G 侦码设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488328&idx=1&sn=d40f59d589a9573fad75f76521c3b4ce&chksm=cfb4740df8c3fd1b730b383d814d64856eb90242f653bde5bd594af93c7fa2bff207f0fde864#rd,2022/3/4 14:40,Personal portable 4G code detection equipment
跨域人脸图像重建,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488301&idx=1&sn=11478be42480cc99e5bfd790d940cbee&chksm=cfb47468f8c3fd7ea8eb6e8b09d546b38fbd6e89e50b1e328168c96adceb226f71a3b2afcdd2#rd,2022/3/2 16:38,Cross-domain face image reconstruction
分散式(泛在计算)新型信息系统架构及关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488235&idx=1&sn=42a2c10c806047782510b50ab910ae99&chksm=cfb475aef8c3fcb8aa801a1f388fd5d386593564278230bd2d90385ec6e0f397f8194889eff0#rd,2022/2/25 16:16,Distributed (ubiquitous computing) new information system architecture and key technologies
中高压 SiC大功率器件研制及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488222&idx=1&sn=d60ab0ec53be8a71ec4091755ad641e7&chksm=cfb4759bf8c3fc8dc2f61544798eaff7e9ef54dcaa27a91477f0b1eaffa075decba4f299011a#rd,2022/2/23 11:05,Development and industrialization of medium and high voltage SiC high power devices
生物探测雷达,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488208&idx=1&sn=4bfeeb513a8013feb18008b73bb092e5&chksm=cfb47595f8c3fc838b94aebb96f0a5bb43ac6233e961f2d88c1965a0d3bfb7e3c78a06487e41#rd,2022/2/18 14:46,biological detection radar
高性能锂电监控与管理系统芯片,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488080&idx=1&sn=b830327180a11466d023f7fdcb187a9e&chksm=cfb47515f8c3fc0334e61e96f92e37f9ee128cb430b34ddbc1a1cf607e44ae7b22b856eb2505#rd,2022/2/10 14:43,High performance lithium battery monitoring and management system chip
面向 5G 通信基站用氮化镓基射频器件项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488069&idx=1&sn=6df2fb4294d89866c0081cf4674d59bb&chksm=cfb47500f8c3fc163747bda270680259bd9cec94536154949676ade3d19f92bdfef2f80970ef#rd,2022/2/9 16:56,Gallium nitride-based radio frequency device project for 5G communication base stations
（飞行器）电子组件系统抗高过载防护技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247488035&idx=1&sn=59912d83b36ff7ecfa1d734ab3bc20eb&chksm=cfb47566f8c3fc70d69d2834daa2442745a09b696813a03c88fd10bf7e04cf19801da1b22ec1#rd,2022/1/25 11:31,(Aircraft) electronic component system anti-high overload protection technology
基于语义智能的网络信息内容生态治理,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487967&idx=1&sn=53da8f52899c4daa283e3314f1403148&chksm=cfb4769af8c3ff8cf4ef576ed9fa41d71cb66630899679c2de2e4955621422f7aba5b81671e7#rd,2022/1/21 17:05,Ecological governance of network information content based on semantic intelligence
全天候网络化智能视频监控系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487957&idx=1&sn=91fa77aba9be43a79661726daf26a901&chksm=cfb47690f8c3ff863fa8d848fb46b57bad8b73590083758347da175e2ae3b787bdfb174741c8#rd,2022/1/20 14:30,All-weather networked intelligent video surveillance system
多媒体联络云系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487948&idx=1&sn=f40e0fb0ad17b40e8635d1c9bd3c9e1d&chksm=cfb47689f8c3ff9f8770c2e7ec4dad190ef1172ba6236b9f46031d48cb39bc5df08f40f78cb1#rd,2022/1/19 13:53,Multimedia contact cloud system
室内移动目标轨迹定位探测雷达传感器?,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487930&idx=1&sn=d9410f97bac77b84eb695ca67432924c&chksm=cfb476fff8c3ffe9824890bd589e2ae14b3bd490a510cc97a6414969bbdca458234b43cfca99#rd,2022/1/17 14:38,Indoor moving target trajectory positioning detection radar sensor?
HiTeam 视频会议系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487802&idx=1&sn=db03a35a66e8ee524d9b4d18246daf0f&chksm=cfb4767ff8c3ff69c77278655ab30494cb01cfaea7442e82e154cacde8633d7824af9139a84e#rd,2022/1/13 11:41,HiTeam video conferencing system
轻量级多域安全私有云,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487784&idx=1&sn=bc06bb7a09e02a7339f7eacf8c02a267&chksm=cfb4766df8c3ff7b9d728a737cd3a8154149fa45a4c88188c953c92cccb43023c6438b5af649#rd,2022/1/12 14:16,Lightweight multi-domain secure private cloud
小型化数字全息显微仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487757&idx=1&sn=47b7dabc13c0903f6f7f24a7af15ae3c&chksm=cfb47648f8c3ff5eb8e6036479f61274253617d723cc0eff9875f1205a427f19a5c9ffa7dd25#rd,2022/1/10 14:53,Miniature digital holographic microscope
大行程超精密对准装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487737&idx=1&sn=43b7a9d537a1aad8cc4a5c6cdddea710&chksm=cfb477bcf8c3feaa1e315d5e601ea59d8986eac998aaab8927fd463f33e8d76e84c8c8ac21de#rd,2022/1/7 14:26,Large stroke ultra-precision alignment device
客服问答机器人,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487717&idx=1&sn=c7b019e091eb3b48f2255306410ab9e9&chksm=cfb477a0f8c3feb66236b36625f58201def11cb55075d625f7dc18df21a18d078eff81128fca#rd,2022/1/6 13:24,Customer service question and answer robot
基于大数据云计算的公路建管系统项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487669&idx=1&sn=f82754f29be8a45657b47eb15b690109&chksm=cfb477f0f8c3fee6396319bbe50d9ef880a0f23caba8bdb51fb883b3dceb79f15cf517fba377#rd,2022/1/5 13:12,Highway construction and management system project based on big data cloud computing
软件实景互动智能帮助系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487512&idx=1&sn=a312d05db6f18e9284a2352115204a21&chksm=cfb4775df8c3fe4b896ee5cd3b5f2762e62f1a691ec796d0ac3aeac59332a84236df748afe7d#rd,2021/12/29 14:19,Software real-life interactive intelligent help system
大型装备健康运行监测与数据分析平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487369&idx=1&sn=30365a5287e0c4a4392302f4e37dc4b8&chksm=cfb468ccf8c3e1da3d20946d9f43cac20a822eeccae0d404881653a7a591e5d109db489550e2#rd,2021/12/22 16:26,Large equipment health operation monitoring and data analysis platform
面向智能无人装备的国产高级综合电子与软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487356&idx=1&sn=52c762ece2781d1dc6c54e6468eda0a5&chksm=cfb46839f8c3e12f98650994e9e9ad8699f75ce888c4a5907dd0a80ff2c15f781925d0c4db50#rd,2021/12/21 14:48,Domestic advanced integrated electronics and software for intelligent unmanned equipment
面向应用场景的轻量化自定义地理信息应用服务平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487348&idx=1&sn=1f32a90c0c47d1f18b6ccf03abe9033c&chksm=cfb46831f8c3e1274ef88f3a8aa02950bbb60a6327702a169202e6e4d3ca592c247f74c43896#rd,2021/12/20 16:29,A lightweight customized geographic information application service platform oriented to application scenarios
基于深度学习与知识图谱的智能电子档案管理系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487338&idx=1&sn=b7bed6aa2ce8c1971fc3529370085a21&chksm=cfb4682ff8c3e13973cb72697d3714c055b22339e7c20593a2bc6ac6fafbedff95f0f0e8a845#rd,2021/12/17 15:43,Intelligent electronic archives management system based on deep learning and knowledge graph
基于细粒度组织的科技创新知识洞察平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487161&idx=2&sn=7cef38938506ef90f5487e319265b607&chksm=cfb469fcf8c3e0ea005178dc3b8e054c8220881c48ee768cd0da09b3e5c6cb00e8fc134cb37a#rd,2021/12/9 11:42,Scientific and technological innovation knowledge insight platform based on fine-grained organization
人工智能NLP 引擎,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247487047&idx=1&sn=ef5c87d919a6bb9f9a210fff2727eb8d&chksm=cfb46902f8c3e014d52cc224b166ffbfcc59067e50cc9b4cb10e121e0f74bdea051f0c441e46#rd,2021/12/6 15:11,Artificial Intelligence NLP Engine
自主可控输入输出设备关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247486976&idx=1&sn=36362363934ebef8316355e30cc88d9a&chksm=cfb46945f8c3e05346f8b1e2895c738a6e902f434724decf96aefe117a52e1cff801fc32ec6a#rd,2021/11/29 16:02,Key technologies for independent controllable input and output equipment
体系结构建模工具,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247486973&idx=1&sn=827208c4c5e6c6a2fada265245a4b8ea&chksm=cfb46ab8f8c3e3ae1562580ba46c43bf51533d31a4bbcd997b0037ce1448e348567aa829fc27#rd,2021/11/26 14:19,Architecture modeling tools
多人协同沙盘指挥系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247486935&idx=1&sn=a316ced82b1d84c63edb7671aa0568f1&chksm=cfb46a92f8c3e38411e514711ea1d6c387935f0b28699268e36f670fc882254bfc7423a3b12f#rd,2021/11/24 10:40,Multiplayer collaborative sandbox command system
智慧教育中混合式学习环境下学习过程数据化关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247486905&idx=1&sn=f1407fe9b18ba8838454d6527ca506eb&chksm=cfb46afcf8c3e3ea36de7045915722eb962454c52dd3d8165ec88bf1dfba7821d0b5f40b155c#rd,2021/11/23 15:35,Key technologies for digitizing the learning process in a blended learning environment in smart education
直升机机载卫星通信系统研究与实现,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247486770&idx=1&sn=ed9a141884b16b585ecfa7a48d947911&chksm=cfb46a77f8c3e361a0692ab6062a811daffa21c4bf7497cf03b6c9e8b78f90a7df51f4b820e4#rd,2021/11/15 15:06,Research and implementation of helicopter airborne satellite communication system
